,recipe_title,raw_ingre,main_ingredients,ingredients,steps,method_type,cook_time,difficult,kcal,feature,raw_ingre_sep
102,된장삼겹살덮밥,"{'대패 삼겹살': '200g', '양파': '1/2개', '대파': '1대', '밥': '1공기', '식용유': '약간', '설탕': '1T', '간장': '1/2T', '맛술': '1T', '된장': '1T', '다진 마늘': '1/2T', '올리고당': '1T', '참기름': '1T', '물': '2T'}","채소류,육류,곡류","채소류,조미료,기타","1.양파는 채 썰고 대파는 송송 썰어 준비한다.양파 1/2개, 대파 1대,2.볼에 양념 재료를 넣고 양념장을 만든다.[양념] 설탕 1T, 간장 1/2T, 맛술 1T, 된장 1T, 다진 마늘 1/2T, 올리고당 1T, 참기름 1T, 물 2T,3.양념장에 고기를 넣고 잘 버무린다.대패 삼겹살 200g,4.팬에 식용유를 두르고 양파를 넣어 볶는다.식용유 약간팬,5.양파가 살짝 익으면 양념된 고기를 넣고 익힌다.,6.고기가 다 익으면 밥 위에 고기를 올린 후 대파를 뿌린다. 밥 1공기",볶음,30분 이내,초급,,,"채소류,육류,곡물전분류,조미료,기타"
103,새우오일파스타,"{'면두부': '1개', '통마늘': '7~10개', '새우': '6~8마리', '올리브오일': '', '소금': '', '후추': ''}","채소류,해산물",조미료,"1.면두부,2.새우 6마리 (요것도 코스트코 냉동새우),3.마늘은 편마늘로 준비합니다.,4.팬에 올리브오일 넉넉히 두르고 편마늘 넣어서 노릇하게 볶아질때쯤,5.새우를 넣고 함께 볶아줍니다. 이때 소금과 후추를 촥촥 뿌려줍니다.,6.새우가 어느정도 익었을때쯤 마지막에 면두부를 넣고 살짝 볶아주기만하면,7.면두부 새우오일파스타 완성입니다.,8.꼬독꼬독한 식감에 고소함이 더해진 면두부 새우오일파스타 다이어트에도 좋은거같아요 ^^",볶음,20분 이내,초급,,,"채소류,해산물,조미료"
104,소고기 대파 볶음,"{'한우 소고기 (살치살)': '200g', '대파(흰부분)': '1컵', '식용유': '2큰술', '간장': '1작은술', '설탕': '1작은술', '굴소스': '1작은술', '다진마늘': '1작은술', '맛술': '1큰술', '참기름': '약간', '깨소금': '약간'}",육류,"채소류,조미료,기타","1.소고기는 한입 크기로 썰고 간장1작은술.설탕1작은술.굴소스1작은술.다진마늘1작은술.맛술1큰술을 넣고 버무려 주세요,2.대파는 3~4cm 길이로 썰어주세요,3.딜군 팬에 식용유 2큰술을 두르고 대파를 넣고 볶아주세요.(2~3분정도),4.대파를 한쪽으로 밀쳐놓고 소고기를 넣고 구워주세요(센불),5.밑면이 익으면 뒤집어서 익혀 주세요,6.대파와 같이 섞으면서 볶아주세요. 참기름을 약간 두르고 저어준후,7.완성그릇에 담고 깨소금을 뿌려주세요",볶음,15분 이내,초급,,,"채소류,육류,조미료,기타"
105,들깨두부볶음,"{'두부': '180g', '들기름': '2T', '다진마늘': '1t', '간장': '1T', '매실청': '2T', '들깨가루': '1T'}","채소류,조미료",조미료,"1.두부를 전자레인지에 1분정도 돌려 물기를 빼준뒤, 먹기좋은 크기로 잘라주세요.전자레인지,2.들깨가루를 제외한 양념을 넣어 들기름과 섞어주세요. -약불로 뒤적뒤적 30초정도,3.두부를 넣고 양념과 볶다가 들깨가루를 넣어주세요. -약불로 30초~1분,4.들깨가루가 잘섞이도록 볶아주세요 -30초정도 볶다가 불을끄고 나머지 잔열로 볶아주세요.",볶음,10분 이내,아무나,,,"채소류,조미료"
106,오징어 볶음,"{'손질된 오징어': '2마리', '청양고추': '3~4개', '간장': '1큰술', '대파': '1대', '식용유': '3큰술', '통깨': '약간', '설탕': '2큰술', '고춧가루': '3큰술', '고추장': '3큰술', '다진마늘': '1.5큰술', '참기름': '1큰술', '후추': '조금'}","해산물,조미료","채소류,조미료","1.먼저 재료를 준비해 주세요.  오징어는 이미 손질 된 냉동 오징어를 사용했어요.,2.그릇에 양념장을 먼저 만들어 냉장고에 1시간 정도 숙성시켜 주세요. 시간 없으면 그냥 사용해도 되요.[양념장 재료] 설탕-2큰술, 고춧가루-3큰술, 고추장-3큰술, 다진마늘-1.5큰술, 참기름-1큰술, 후추-약간을 넣고 잘 섞어주세요.,3.냉동오징어는 물에서 해동 후 잘 씻어 주세요.,4.오징어의 배 부분에 양쪽 방향 사선으로 칼집을 내주세요. 칼집을 내주면 나중에 양념이 잘 베여요.너무 쎄게 힘을 주어 칼집을 내면 오징어가 잘려버리니 주의!,5.오징어를 반 으로 가르고 먹기 좋은 크기로 썰어주세요.,6.청양고추는 송송 썰고, 대파는 흰 부분과 잎 부분의 길이를 다르게 썰어 주세요. 흰 부분은 국밥에 넣을 때처럼 송송 썰고, 잎 부분은 손가락 길이처럼 약 5센티 정도로 길게 썰어 주세요.,7.팬(오목한 팬이 좋아요)에 식용유를 약 3큰술 정도 두르고 대파의 흰 부분을 넣고 강불에서 파 기름을 내주세요. 지금부터 계속 강불 에서 빠르게 조리 해야 타지 않아요.강불,8.파 향이 올라오면 오징어를 넣고 볶아 주세요.강불,9.오징어 색깔이 어느 정도 변했으면, 양념장을 다 넣고 강불에서 저어가며 계속 볶아주세요.강불,10.어느 정도 볶다가 청양고추와 대파의 잎 부분을 모두 넣고 볶아 주세요.강불,11.불 맛을 내기 위해 팬의 가운데 동그랗게 자리를 만들어서 간장 1큰술을 넣고 버무려가며 빠르게 볶아내 주세요.,12.통깨를 톡톡 뿌려주면 물기가 생기지 않는 매운 불 오징어볶음 완성.",볶음,20분 이내,아무나,,,"채소류,해산물,조미료"
107,고추장참치볶음,"{'캔참치 150g': '2개', '대파': '', '애호박': '', '당근': '', '양파': '', '케일': '', '고추장': '3T', '고추가루': '0.5T', '올리고당': '2T', '통깨': '1T'}","채소류,해산물","채소류,조미료","1.대파, 애호박,당근,양파는 잘게 다져주세요(냉장고 속 자투리 채소를 이용해주세요),2.기름을 살짝 두른 팬에 딱딱한 재료인 당근과 양파먼저 볶아주세요,3.양파가 투명해지면 애호박, 다진대파를 넣어주시고 통조림 안에 있는 기름을 살짝 버린 후 참치도 모두 넣어주세요(굳이 참치의 기름을 쫘-악 제거 할 필요는 없어요),4.모든 재료를 넣고 볶아주다가 고추장을 넣고 1차로 볶아줍니다,5.고추가루와 올리고당을 넣고 재료에서 나온 수분으로 인한 질척거림이 없을정도로 중불에 볶아주세요,6.질척임이 없을정도로 볶아졌으면 통깨를 으깨서 넣어주시면 완성입니다,7.이렇게 만들어놓으면 여러가지 유용하게 사용할 수 있어서 좋아요,8.아무것도 없이 밥이랑만 먹어도 맛있고 주먹밥 속재료로 넣어도 좋아요,9.끓는물에 소금을 넣고 케일잎을 살짝 데쳐 찬물에 헹궈 꼭 짜낸 후 뒷면에 밥과 고추장참치볶음을 조금 올려 양쪽을 잘 옹그려서 예쁘게 싸주시면 도시락메뉴로도 너무 좋아요",볶음,30분 이내,아무나,,,"채소류,해산물,조미료"
108,마늘버터떡볶이,"{'밀떡': '200g', '통마늘': '10개', '버터': '2스푼', '식용유': '적당량', '간장': '2스푼', '설탕': '1스푼'}","채소류,유제품,곡류",조미료,"1.[간단한 간식만들기]마늘버터떡볶이,길릭떡볶이,간장떡볶이 조리시간 : 15시간 조리분량 : 2인분 난이도 : ★☆☆☆☆,2.재료: 밀떡 200g ,통마늘10개,버터2스푼,식요유,간장2스푼,설탕1스푼,3.냄비에 물을 넣고 떡볶이떡을 1분간 데쳐줍니다.,4.데친떡은 찬물에 헹구어 준뒤 체에 걸러 물기를 제거해주세요.,5.통마늘을 준비해서 슬라이스채칼로 편을 썰어 준비합니다.,6.후라이팬에 기름을 넣고 튀기듯 편마늘을 볶아주세요.,7.마늘이 노릇노릇해지면 키친타올에 올려 기름을 빼줍니다.,8.후라이팬에 버터 2스푼을 넣고,9.물기를 제거한 떡볶이 떡을 넣고 튀겨줍니다.,10.어느정도 볶다가 간장2스푼,설탕1스푼을 넣고 볶아주면 끝이예요. 짭쪼름한것이 싫으신 분들은 간장을 1스푼만 넣어주세요.,11.간장에 볶은 떡을 그릇에 담고 마늘튀긴것을 올려 파슬리가루를 뿌려주면 마늘버터 떡볶이 완성입니다!",볶음,10분 이내,아무나,,,"채소류,유제품,곡물전분류,조미료"
109,버섯 샐러드,"{'버섯(한입 크기로 썰어서)': '3-4컵 정도', '마늘(다진 것)': '1개', '래디쉬(옵션)': '2-3알', '시금치': '', '비타민': '', '양상추': '', '로메인': '', '간장': '2T', '맛술': '1T', '설탕': '1T', '물엿': '1/2T', '생강가루(옵션)': '2-3꼬집', '후추': '약간', '발사믹 식초': '1T', '올리브오일': '2~3T'}","버섯류,기타","채소류,조미료,기타","1.소스의 재료를 섞어 데리야끼 소스를 만들어 둔다. 생강가루 대신 생강을 쓸 경우 갈아서 즙만 내어쓰면 된다.,2.버섯은 한입 크기로 썬다.,3.팬에 오일을 2T정도 두르고 다진 마늘을 볶아 향을 낸다.,4.버섯은 단단한 것을 먼저 넣고 볶는데 너무 뒤적이지 않아야한다. 중불 정도에서 버섯이 노릇해질 정도로만 볶아준다. 이때 소금, 후추를 넣어 살짝 간한다.,5.버섯이 볶아지면 아까 만들어 둔 데리야끼 소스를 넣는데, 버섯양에 따라 넣는 양이 달라지므로 1-2T 정도를 넣어 볶아보고 싱거우면 더 넣는 식으로 간을 맞추면 된다.,6.적당히 버섯에 윤기가 돌고 간이 맞으면 된다.,7.래디쉬는 슬라이스 하고, 잎채소는 깨끗이 씻어 물기를 탈탈 털어 준비.,8.잎채소와 래디쉬를 접시에 깔아준다.,9.그 위에 버섯을 올리면 완성.,10.아까 남겨둔 데리야끼 소스 1/2T에 발사믹 식초 1T, 올리브오일 1T를 넣고 잘 섞어서 위에 뿌린다. 이것대신 발사믹 크림을 예쁘게 뿌려도 됨.",볶음,15분 이내,초급,,,"채소류,버섯류,조미료,기타"
110,청경채 양송이 부추 덮밥,"{'양파(소)': '1/2개', '청경채(소)': '2포기', '양송이버섯': '8개', '부추 썰어서': '2줌', '간마늘': '1T', '매운고추(선택재료)': '1개', '간장': '1T', '굴소스': '1T', '소금(선택)': '', '후추(선택)': '', '참기름': '1T', '물': '1컵', '전분가루': '1T'}","채소류,기타","채소류,버섯류,조미료,기타","1.단시간에 빠르게 후다닥 볶아야 하니 재료를 모두 손질하여 준비해 놓아야 해요. 양파는 채썰고 청경채는 잎을 하나하나 떼어 씻은 뒤 먹기 좋게 한입 크기로 자르고 양송이버섯은 얇게 저미고 부추는 손가락 길이로 썰어요.,2.녹말물도 미리 만들어 둡니다. 물 한컵(계량컵이니 240ml입니다)에 녹말가루(감자가루나 고구마, 옥수수가루 등) 1T를 넣고 저어주세요.,3.후라이팬에 올리브유(또는 식용유) 2T정도 두르고 팬이 달구어지면 간마늘과 채썬 양파를 넣어 볶아줍니다. 오래 볶으면 안되고 15초에서 20초가량 숨 죽을 정도만 볶아요.단맛을 위해 양파를 넣었는데 양파가 없으시면 5번에서 굴소스와 간장 넣을 때 설탕이나 꿀을 1t만 넣어주세요.중불,4.양파 숨이 죽으면 바로 청경채 들어갑니다. 청경채도 마찬가지로 너무 오래 볶으면 안되고 역시 15초에서 20초가량만 뒤적거려주세요.,5.바로 양송이 버섯 썬 것을 넣고 굴소스 1T와 간장 1T를 넣은 뒤 함께 볶아줍니다. 역시 너무 오래 볶으면 안 되어요.,6.녹말물이 그 새 좀 굳었을거에요. 숟가락으로 가라앉은 녹말을 저어서 다시 풀어준 다음에 바로 팬에 부어서 다른 재료들과 잘 섞어줍니다.,7.모든 재료들이 소스와 함께 잘 어우러지면 ""불을 끄고"" 썰어둔 부추와 참기름 약간 넣고 취향에 따라 매운 맛을 좋아하시는 분들은 썰어둔 고추를 함께 넣어 뒤적거려주세요.,8.여열만으로도 부추는 충분히 숨이 죽고 먹기 좋게 익습니다. 간을 보시고 좀 싱겁다 싶으시면 소금 후추를 뿌려 간을 맞춰주세요.,9.뜨끈한 밥에 갓 만든 청경채 양송이 부추 볶음을 끼얹어주시면 건강하고 맛난 덮밥 완성이요~",볶음,15분 이내,초급,,,"채소류,버섯류,조미료,기타"
111,꽈리고추삼겹살볶음,"{'삼겹살': '300g', '꽈리고추': '1줌', '청양고추': '5개', '대파': '20cm', '설탕': '1숟가락', '물': '1/2종이컵', '다진마늘': '1숟가락', '간장': '1/3종이컵'}","채소류,육류,조미료","조미료,기타","1.삼겹살 : 잘게썰어준비한다. 꽈리고추 : 5등분하여 준비한다. 대파 : 송송 썰어 준비한다. 청양고추 : 잘게썰어 준비한다.,2.팬에 삼겹살을 노릇하게 볶는다.,3.삼겹살이 노릇해지면 파를 넣어 볶는다.,4.볶다가 설탕을 넣고 물을 붓는다.,5.다진 마늘, 간장을 넣고 꽈리고추, 청양고추를 넣어 볶아 완성한다.",볶음,30분 이내,초급,,,"채소류,육류,조미료,기타"
112,시금치베이컨볶음,"{'시금치': '1.5줌(원하는 만큼)', '통마늘': '8개', '베이컨': '3줄', '소금': '약간', '식빵': '', '달걀': ''}","채소류,조리가공품류","곡류,난류","1.시금치는 물에 씻어 주고, 큰 잎은 듬성듬성 큼지막하게 썰어주고, 통마늘은 얇게 썰고 베이컨은 먹기 좋은 크기로 썰어 준비해 줍니다. 저는 베이컨이 없어 슬라이스 햄 4장 사용했어요. 통마늘 좋아하심 더 넣어도 무관할 듯!,2.팬에 올리브유를 넉넉하게 두르고 마늘을 노릇노릇하게 볶아주세요.,3.마늘이 노릇노릇 튀겨지면 베이컨 또는 슬라이스 햄을 넣고 여기에 소금으로 솔솔 간을 해주세요. 베이컨, 햄에 기본적인 간이 되어있기에 소금은 많이 안 넣어도 돼요.,4.전체적으로 노릇하게 익어가면,5.준비해 놓은 시금치를 넣어주고 마늘, 햄과 잘 섞인다는 느낌으로 볶아주세요. 시금치는 원하는 만큼 넣으세요. 처음에는 많아 보이지만 막상 볶으면 숨이 죽어 그다지 많지 않아요. 그리고 너무 오래 볶으면 시금치에서 물이 나오기 때문에 가볍게 빠르게 볶아 줍니다.,6.함께 곁들여 먹을 달걀 프라이도 해주고,7.버터 1조각 녹여 식빵도 노릇하게 구워 주세요,8.볶아놓은 시금치 올리고 구운 식빵은 반으로 잘라주고, 달걀 프라이, 잼, 과일 등을 올려주면 간단 간식, 식사 브런치 메뉴 시금치 베이컨 볶음 완성 ^^",볶음,30분 이내,아무나,,,"채소류,조리가공품류,곡물전분류,난류,조미료"
113,양파계란덮밥,"{'양파': '1/2개', '계란': '2개', '대파': '1/2개', '밥': '1공기', '간장': '2T', '맛술': '2T', '설탕': '1/2T', '물': '8T'}","채소류,곡류,난류","조미료,기타","1.재료를 소개합니다,2.대파를 쫑쫑 썰어주세요,3.메인 재료 양파 반개를 얇게 썰어주세요,4.간장과 설탕 맛술을 섞어 소스를 만들어주세요. 사진은 물 넣기 전입니다.,5.간장 소스와 양파, 대파를 약불에서 살짝 조리듯 끓여줍니다. 양파를 함께 넣고 끓여주시면 양파와 대파가 적당히 잘 익어요.,6.미리 풀어둔 계란 두개를 설렁하게 불 위에 올려줍니다.,7.밥 위에 올려주시면 완성입니다.",볶음,15분 이내,아무나,,,"채소류,곡물전분류,난류,조미료,기타"
114,야채 참치 볶음,"{'참치캔 150g짜리': '2캔', '당근': '1줌', '양파': '1/2개', '대파': '1줌', '진간장': '2스푼(밥수저)', '설탕': '1스푼(밥수저)', '다진 마늘': '1/2스푼 (밥수저)', '고추가루': '1+1/2스푼(밥수저)'}","채소류,해산물",조미료,"1.당근은 다져 주시고, 양파와 대파는 작은 크기로 송송 썰어주세요.당근 한줌, 양파 반개, 대파 한줌아이 반찬이라면 더 작게 썰어주셔도 좋아요.,2.프라이팬에 기름을 제거하지 않은 참치 통조리 2개 분량을 넣고, 조금 전 썰어놓은 야채를 전부 넣어주세요.참치캔 2개 (150g x 150g),3.진간장 2 스푼, 설탕 1스푼, 다진 마늘 반스푼, 고추가루 1 스푼 반을 넣어주세요.진간장 2스푼, 설탕 1스푼, 다진 마늘 반스푼, 고추가루 1스푼 반조금 맵게 하시려면 고추가루 2스푼 넣어주세요.,4.강불에서 약 1분간 볶아주시고, 중불에서 약 2~3분간 졸이듯 더 볶아 줍니다.강불 1분, 중불 2~3분,5.마무리로 통깨 솔솔 뿌려주시면 맛있는 반찬이 완성 된답니다.^_^통깨 < 선택 재료 >",볶음,15분 이내,아무나,,,"채소류,해산물,조미료"
